id	gamma	Nsteps	stepsize	Nchians	KSD	run_time	NaNratio
1	0.2	10	0.11376560884647742	10	0.49842748565146494	24.484531416	0.0
2	0.2	10	0.10036869476679755	10	0.35990597949010605	12.627562003	0.0
3	0.2	10	0.09464560485033369	10	0.5500121211920491	15.832668975	0.0
1	0.2	15	0.10756762934528617	10	0.1986674682694611	17.980594999	0.0
2	0.2	15	0.11800228241236344	10	0.2330818743678103	22.919405074	0.0
3	0.2	15	0.10835795664514332	10	0.24751307563154237	21.913446848	0.0
