id	gamma	Nsteps	stepsize	Nchians	KSD	run_time	NaNratio
1	0.2	10	0.2	10	43.359310449683406	31.454914105	1.0
2	0.2	10	0.2	10	65.07007381066909	27.83272453	1.0
3	0.2	10	0.2	10	54.29792511563189	26.817500293	1.0
1	0.2	10	0.5	10	63.54606376215416	26.538571173	1.0
2	0.2	10	0.5	10	65.07007381066909	26.238395734	1.0
3	0.2	10	0.5	10	54.29792511563189	26.727954242	1.0
1	0.2	10	1.0	10	63.54606376215416	26.495747517	1.0
2	0.2	10	1.0	10	65.07007381066909	26.613604813	1.0
3	0.2	10	1.0	10	54.29792511563189	27.054346543	1.0
1	0.2	20	0.2	10	63.54606376215416	46.529768594	1.0
2	0.2	20	0.2	10	43.34454396437474	47.675639585	1.0
3	0.2	20	0.2	10	54.29792511563189	47.015303213	1.0
1	0.2	20	0.5	10	63.53428366395172	46.869245653	1.0
2	0.2	20	0.5	10	65.07007381066909	46.762133033	1.0
3	0.2	20	0.5	10	54.29792511563189	47.92675845	1.0
1	0.2	20	1.0	10	63.54606376215416	45.899645653	1.0
2	0.2	20	1.0	10	56.68917364308476	46.260656837	1.0
3	0.2	20	1.0	10	54.29792511563189	46.104330266	1.0
1	0.5	10	0.2	10	63.54606376215416	26.180917896	1.0
2	0.5	10	0.2	10	65.07007381066909	26.736446236	1.0
3	0.5	10	0.2	10	53.25070712897554	25.90927762	1.0
1	0.5	10	0.5	10	63.54606376215416	27.248777841	1.0
2	0.5	10	0.5	10	65.0502451958875	26.740164793	1.0
3	0.5	10	0.5	10	57.54646904488057	27.522167487	1.0
1	0.5	10	1.0	10	63.54606376215416	26.928642608	1.0
2	0.5	10	1.0	10	65.07007381066909	26.758180356	1.0
3	0.5	10	1.0	10	54.29792511563189	27.388564289	1.0
1	0.5	20	0.2	10	45.02368201582035	46.825851124	1.0
2	0.5	20	0.2	10	44.39821413133069	46.8646453	1.0
3	0.5	20	0.2	10	54.29792511563189	46.517901189	1.0
1	0.5	20	0.5	10	42.61432591519305	47.890568523	1.0
2	0.5	20	0.5	10	40.53797695828787	46.350669039	1.0
3	0.5	20	0.5	10	58.38082462276097	46.073861423	1.0
1	0.5	20	1.0	10	102.03833570908901	46.267830093	1.0
2	0.5	20	1.0	10	65.07007381066909	46.59972133	1.0
3	0.5	20	1.0	10	31.32316723364873	46.189452223	1.0
1	1.0	10	0.2	10	45.25891213775763	27.673692032	1.0
2	1.0	10	0.2	10	38.77389881853082	27.706864287	1.0
3	1.0	10	0.2	10	54.29792511563189	26.821454176	1.0
1	1.0	10	0.5	10	63.54606376215416	26.167338985	1.0
2	1.0	10	0.5	10	43.34454396437474	27.203134333	1.0
3	1.0	10	0.5	10	54.29792511563189	26.776549793	1.0
1	1.0	10	1.0	10	98.5624041682843	26.890567027	1.0
2	1.0	10	1.0	10	65.07007381066909	26.71648414	1.0
3	1.0	10	1.0	10	54.29792511563189	28.174999945	1.0
1	1.0	20	0.2	10	63.54606376215416	46.862958461	1.0
2	1.0	20	0.2	10	43.92338950271268	46.521939931	1.0
3	1.0	20	0.2	10	54.29792511563189	45.951653396	1.0
1	1.0	20	0.5	10	63.54606376215416	47.303925593	1.0
2	1.0	20	0.5	10	65.07007381066909	47.904610985	1.0
3	1.0	20	0.5	10	54.29792511563189	46.430977698	1.0
1	1.0	20	1.0	10	63.54606376215416	46.238072748	1.0
2	1.0	20	1.0	10	65.07007381066909	45.897495394	1.0
3	1.0	20	1.0	10	54.29792511563189	46.190483109	1.0
